Date,Temperature (Celsius)
2024-08-07 16:14:17,23.55
2024-08-07 16:04:17,23.40
2024-08-07 15:54:17,23.35
2024-08-07 15:44:17,23.34
2024-08-07 15:34:17,23.30
2024-08-07 15:24:17,23.28
2024-08-07 15:14:17,23.23
2024-08-07 15:04:17,23.16
2024-08-07 14:54:17,23.13
2024-08-07 14:44:17,23.06
2024-08-07 14:34:17,23.04
2024-08-07 14:24:17,23.08
2024-08-07 14:14:17,23.06
2024-08-07 14:04:17,23.07
2024-08-07 13:54:17,23.04
2024-08-07 13:44:17,23.15
2024-08-07 13:34:17,23.18
2024-08-07 13:24:17,23.24
2024-08-07 13:14:17,23.26
2024-08-07 13:04:17,23.29
2024-08-07 12:54:17,23.31
2024-08-07 12:44:17,23.34
2024-08-07 12:34:17,23.45
2024-08-07 12:24:17,23.50
2024-08-07 12:14:17,23.58
2024-08-07 12:04:17,23.73
2024-08-07 11:54:17,23.79
2024-08-07 11:44:17,23.92
2024-08-07 11:34:17,24.11
2024-08-07 11:24:17,24.28
2024-08-07 11:14:17,24.33
2024-08-07 11:04:17,24.28
2024-08-07 10:54:17,24.17
2024-08-07 10:44:17,24.05
2024-08-07 10:34:17,23.87
2024-08-07 10:24:17,23.79
2024-08-07 10:14:17,23.79
2024-08-07 10:04:17,23.82
2024-08-07 9:54:17,23.77
2024-08-07 9:44:17,23.69
2024-08-07 9:34:17,23.67
2024-08-07 9:24:17,23.57
2024-08-07 9:14:17,23.46
2024-08-07 9:04:17,23.43
2024-08-07 8:54:17,23.49
2024-08-07 8:44:17,23.36
2024-08-07 8:34:17,23.28
2024-08-07 8:24:17,23.11
2024-08-07 8:14:17,22.94
2024-08-07 8:04:17,22.78
2024-08-07 7:54:17,22.79
2024-08-07 7:44:17,22.81
2024-08-07 7:34:17,22.83
2024-08-07 7:24:17,22.91
2024-08-07 7:14:17,22.91
2024-08-07 7:04:17,22.90
2024-08-07 6:54:17,22.89
2024-08-07 6:44:17,22.86
2024-08-07 6:34:17,22.92
2024-08-07 6:24:17,22.94
2024-08-07 6:14:17,22.97
2024-08-07 6:04:17,23.03
2024-08-07 5:54:17,23.06
2024-08-07 5:44:17,23.06
2024-08-07 5:34:17,23.07
2024-08-07 5:24:17,23.16
2024-08-07 5:14:17,23.25
2024-08-07 5:04:17,23.24
2024-08-07 4:54:17,23.30
2024-08-07 4:44:17,23.31
2024-08-07 4:34:17,23.31
2024-08-07 4:24:17,23.37
2024-08-07 4:14:17,23.46
2024-08-07 4:04:17,23.48
2024-08-07 3:54:17,23.47
2024-08-07 3:44:17,23.52
2024-08-07 3:34:17,23.58
2024-08-07 3:24:17,23.62
2024-08-07 3:14:17,23.70
2024-08-07 3:04:17,23.75
2024-08-07 2:54:17,23.78
2024-08-07 2:44:17,23.81
2024-08-07 2:34:17,23.88
2024-08-07 2:24:17,23.99
2024-08-07 2:14:17,24.02
2024-08-07 2:04:17,24.07
2024-08-07 1:54:17,24.09
2024-08-07 1:44:17,24.21
2024-08-07 1:34:17,24.28
2024-08-07 1:24:17,24.32
2024-08-07 1:14:17,24.44
2024-08-07 1:04:17,24.54
2024-08-07 0:54:17,24.65
2024-08-07 0:44:17,24.72
2024-08-07 0:34:17,24.82
2024-08-07 0:24:17,24.90
2024-08-07 0:14:17,25.02
2024-08-07 0:04:17,25.12
2024-08-06 23:54:17,25.16
2024-08-06 23:44:17,25.22
2024-08-06 23:34:17,25.25
2024-08-06 23:24:17,25.29
2024-08-06 23:14:17,25.29
2024-08-06 23:04:17,25.26
2024-08-06 22:54:17,25.21
2024-08-06 22:44:17,25.20
2024-08-06 22:34:17,25.21
2024-08-06 22:24:17,25.17
2024-08-06 22:14:17,25.19
2024-08-06 22:04:17,25.16
2024-08-06 21:54:17,25.16
2024-08-06 21:44:17,24.90
2024-08-06 21:34:17,24.81
2024-08-06 21:24:17,24.82
2024-08-06 21:14:18,24.81
2024-08-06 21:04:17,24.82
2024-08-06 20:54:17,24.78
2024-08-06 20:44:17,24.76
2024-08-06 20:34:17,24.77
2024-08-06 20:24:17,24.78
2024-08-06 20:14:17,24.77
2024-08-06 20:04:17,24.72
2024-08-06 19:54:17,24.74
2024-08-06 19:44:17,24.73
2024-08-06 19:34:17,24.72
2024-08-06 19:24:17,24.68
2024-08-06 19:14:17,24.68
2024-08-06 19:04:17,24.57
2024-08-06 18:54:17,24.62
2024-08-06 18:44:17,24.65
2024-08-06 18:34:17,24.58
2024-08-06 18:24:17,24.47
2024-08-06 18:14:17,24.45
2024-08-06 18:04:17,24.35
2024-08-06 17:54:17,24.33
2024-08-06 17:44:17,24.30
2024-08-06 17:34:17,24.27
2024-08-06 17:24:17,24.25
2024-08-06 17:14:17,24.19
2024-08-06 17:04:17,24.18
2024-08-06 16:54:17,24.18
2024-08-06 16:44:17,24.24
2024-08-06 16:34:17,24.20
2024-08-06 16:24:17,24.20
2024-08-06 16:14:17,24.20
2024-08-06 16:04:17,24.23
2024-08-06 15:54:17,24.25
2024-08-06 15:44:17,24.23
2024-08-06 15:34:17,24.25
2024-08-06 15:24:17,24.24
2024-08-06 15:14:17,24.24
2024-08-06 15:04:17,24.23
2024-08-06 14:54:17,24.20
2024-08-06 14:44:17,24.20
2024-08-06 14:34:17,24.16
2024-08-06 14:24:17,24.17
2024-08-06 14:14:17,24.15
2024-08-06 14:04:17,24.18
2024-08-06 13:54:17,24.20
2024-08-06 13:44:17,24.20
2024-08-06 13:34:17,24.21
2024-08-06 13:24:17,24.23
2024-08-06 13:14:17,24.20
2024-08-06 13:04:17,24.23
2024-08-06 12:54:17,24.25
2024-08-06 12:44:17,24.26
2024-08-06 12:34:17,24.24
2024-08-06 12:24:17,24.26
2024-08-06 12:14:17,24.26
2024-08-06 12:04:17,24.30
2024-08-06 11:54:17,24.30
2024-08-06 11:44:17,24.33
2024-08-06 11:34:17,24.33
2024-08-06 11:24:17,24.37
2024-08-06 11:14:17,24.36
2024-08-06 11:04:17,24.35
2024-08-06 10:54:17,24.40
2024-08-06 10:44:17,24.39
2024-08-06 10:34:17,24.44
2024-08-06 10:24:17,24.44
2024-08-06 10:14:17,24.48
2024-08-06 10:04:17,24.55
2024-08-06 9:54:17,24.59
2024-08-06 9:44:17,24.60
2024-08-06 9:34:17,24.66
2024-08-06 9:24:17,24.76
2024-08-06 9:14:17,24.79
2024-08-06 9:04:17,24.80
2024-08-06 8:54:17,24.77
2024-08-06 8:44:17,24.67
2024-08-06 8:34:17,24.65
2024-08-06 8:24:17,24.59
2024-08-06 8:14:17,24.53
2024-08-06 8:04:17,24.56
2024-08-06 7:54:17,24.54
2024-08-06 7:44:17,24.47
2024-08-06 7:34:17,24.39
2024-08-06 7:24:17,24.39
2024-08-06 7:14:17,24.30
2024-08-06 7:04:17,24.27
2024-08-06 6:54:17,24.20
2024-08-06 6:44:17,24.20
2024-08-06 6:34:17,24.22
2024-08-06 6:24:17,24.25
2024-08-06 6:14:17,24.22
2024-08-06 6:04:17,24.26
2024-08-06 5:54:17,24.27
2024-08-06 5:44:17,24.28
2024-08-06 5:34:17,24.27
2024-08-06 5:24:17,24.29
2024-08-06 5:14:17,24.30
2024-08-06 5:04:17,24.33
2024-08-06 4:54:17,24.34
2024-08-06 4:44:17,24.32
2024-08-06 4:34:17,24.31
2024-08-06 4:24:17,24.32
2024-08-06 4:14:17,24.33
2024-08-06 4:04:17,24.33
2024-08-06 3:54:17,24.36
2024-08-06 3:44:17,24.35
2024-08-06 3:34:17,24.40
2024-08-06 3:24:17,24.40
2024-08-06 3:14:17,24.40
2024-08-06 3:04:17,24.47
2024-08-06 2:54:17,24.50
2024-08-06 2:44:17,24.52
2024-08-06 2:34:17,24.55
2024-08-06 2:24:17,24.57
2024-08-06 2:14:17,24.58
2024-08-06 2:04:17,24.67
2024-08-06 1:54:17,24.68
2024-08-06 1:44:17,24.74
2024-08-06 1:34:17,24.79
2024-08-06 1:24:17,24.76
2024-08-06 1:14:17,24.80
2024-08-06 1:04:17,24.84
2024-08-06 0:54:17,24.90
2024-08-06 0:44:17,24.91
2024-08-06 0:34:17,25.01
2024-08-06 0:24:17,25.09
2024-08-06 0:14:17,25.15
2024-08-06 0:04:17,25.24
2024-08-05 23:54:17,25.23
2024-08-05 23:44:17,25.26
2024-08-05 23:34:17,25.26
2024-08-05 23:24:17,25.28
2024-08-05 23:14:17,25.27
2024-08-05 23:04:17,25.24
2024-08-05 22:54:17,25.18
2024-08-05 22:44:17,25.23
2024-08-05 22:34:17,25.28
2024-08-05 22:24:17,25.30
2024-08-05 22:14:17,25.31
2024-08-05 22:04:17,25.28
2024-08-05 21:54:17,25.27
2024-08-05 21:44:17,25.27
2024-08-05 21:34:17,25.28
2024-08-05 21:24:17,25.18
2024-08-05 21:14:17,25.03
2024-08-05 21:04:17,25.00
2024-08-05 20:54:17,25.04
2024-08-05 20:44:17,24.95
2024-08-05 20:34:17,24.99
2024-08-05 20:24:17,25.02
2024-08-05 20:14:17,25.03
2024-08-05 20:04:17,25.03
2024-08-05 19:54:17,24.99
2024-08-05 19:44:17,25.03
2024-08-05 19:34:17,25.04
2024-08-05 19:24:17,25.06
2024-08-05 19:14:17,25.04
2024-08-05 19:04:17,25.03
2024-08-05 18:54:17,25.02
2024-08-05 18:44:17,25.06
2024-08-05 18:34:17,25.03
2024-08-05 18:24:17,25.07
2024-08-05 18:14:17,25.09
2024-08-05 18:04:17,25.12
2024-08-05 17:54:17,25.15
2024-08-05 17:44:17,25.16
2024-08-05 17:34:17,25.17
2024-08-05 17:24:17,25.22
2024-08-05 17:14:17,25.21
2024-08-05 17:04:17,25.25
2024-08-05 16:54:17,25.31
2024-08-05 16:44:17,25.33
2024-08-05 16:34:17,25.38
2024-08-05 16:24:17,25.39
2024-08-05 16:14:17,25.57
2024-08-05 16:04:17,25.71
2024-08-05 15:54:17,25.75
2024-08-05 15:44:17,25.78
2024-08-05 15:34:17,25.80
2024-08-05 15:24:17,25.79
2024-08-05 15:14:17,25.82
2024-08-05 15:04:17,25.87
2024-08-05 14:54:17,25.89
2024-08-05 14:44:17,25.85
2024-08-05 14:34:17,25.74
2024-08-05 14:24:17,25.58
2024-08-05 14:14:17,25.49
2024-08-05 14:04:17,25.34
2024-08-05 13:54:17,25.27
2024-08-05 13:44:17,25.07
2024-08-05 13:34:17,24.87
2024-08-05 13:24:17,24.79
2024-08-05 13:14:17,24.78
2024-08-05 13:04:17,24.73
2024-08-05 12:54:17,24.61
2024-08-05 12:44:17,24.61
2024-08-05 12:34:17,24.53
2024-08-05 12:24:17,24.44
2024-08-05 12:14:17,24.39
2024-08-05 12:04:17,24.30
2024-08-05 11:54:17,24.27
2024-08-05 11:44:17,24.23
2024-08-05 11:34:17,24.20
2024-08-05 11:24:17,24.15
2024-08-05 11:14:17,24.22
2024-08-05 11:04:17,24.25
2024-08-05 10:54:17,24.22
2024-08-05 10:44:17,24.25
2024-08-05 10:34:17,24.25
2024-08-05 10:24:17,24.26
2024-08-05 10:14:17,24.29
2024-08-05 10:04:17,24.27
2024-08-05 9:54:17,24.26
2024-08-05 9:44:17,24.30
2024-08-05 9:34:17,24.33
2024-08-05 9:24:17,24.36
2024-08-05 9:14:17,24.37
2024-08-05 9:04:17,24.40
2024-08-05 8:54:17,24.40
2024-08-05 8:44:17,24.43
2024-08-05 8:34:17,24.47
2024-08-05 8:24:17,24.52
2024-08-05 8:14:17,24.53
2024-08-05 8:04:17,24.56
2024-08-05 7:54:17,24.61
2024-08-05 7:44:17,24.63
2024-08-05 7:34:17,24.70
2024-08-05 7:24:17,24.77
2024-08-05 7:14:17,24.80
2024-08-05 7:04:17,24.79
2024-08-05 6:54:17,24.78
2024-08-05 6:44:17,24.76
2024-08-05 6:34:17,24.72
2024-08-05 6:24:17,24.66
2024-08-05 6:14:17,24.62
2024-08-05 6:04:17,24.55
2024-08-05 5:54:17,24.52
2024-08-05 5:44:17,24.52
2024-08-05 5:34:17,24.52
2024-08-05 5:24:17,24.51
2024-08-05 5:14:17,24.56
2024-08-05 5:04:17,24.55
2024-08-05 4:54:17,24.59
2024-08-05 4:44:17,24.56
2024-08-05 4:34:17,24.57
2024-08-05 4:24:17,24.64
2024-08-05 4:14:17,24.66
2024-08-05 4:04:17,24.68
2024-08-05 3:54:17,24.68
2024-08-05 3:44:17,24.73
2024-08-05 3:34:17,24.78
2024-08-05 3:24:17,24.77
2024-08-05 3:14:17,24.80
2024-08-05 3:04:17,24.81
2024-08-05 2:54:17,24.82
2024-08-05 2:44:17,24.86
2024-08-05 2:34:17,24.86
2024-08-05 2:24:17,24.92
2024-08-05 2:14:17,24.97
2024-08-05 2:04:17,24.99
2024-08-05 1:54:17,25.04
2024-08-05 1:44:17,25.08
2024-08-05 1:34:17,25.10
2024-08-05 1:24:17,25.17
2024-08-05 1:14:17,25.21
2024-08-05 1:04:17,25.25
2024-08-05 0:54:17,25.30
2024-08-05 0:44:17,25.34
2024-08-05 0:34:17,25.46
2024-08-05 0:24:17,25.51
2024-08-05 0:14:17,25.61
2024-08-05 0:04:17,25.72
2024-08-04 23:54:17,25.78
2024-08-04 23:44:17,25.79
2024-08-04 23:34:17,25.81
2024-08-04 23:24:17,25.85
2024-08-04 23:14:17,25.82
2024-08-04 23:04:17,25.80
2024-08-04 22:54:17,25.81
2024-08-04 22:44:17,25.81
2024-08-04 22:34:17,25.83
2024-08-04 22:24:17,25.92
2024-08-04 22:14:17,25.94
2024-08-04 22:04:17,25.94
2024-08-04 21:54:17,25.96
2024-08-04 21:44:17,25.96
2024-08-04 21:34:17,25.98
2024-08-04 21:24:17,25.90
2024-08-04 21:14:17,25.88
2024-08-04 21:04:17,25.89
2024-08-04 20:54:17,25.89
2024-08-04 20:44:17,25.92
2024-08-04 20:34:17,25.93
2024-08-04 20:24:17,25.94
2024-08-04 20:14:17,26.02
2024-08-04 20:04:17,25.97
2024-08-04 19:54:17,25.93
2024-08-04 19:44:17,25.87
2024-08-04 19:34:17,25.86
2024-08-04 19:24:17,25.89
2024-08-04 19:14:17,25.85
2024-08-04 19:04:17,25.85
2024-08-04 18:54:17,25.89
2024-08-04 18:44:17,25.87
2024-08-04 18:34:17,26.00
2024-08-04 18:24:17,26.01
2024-08-04 18:14:17,26.04
2024-08-04 18:04:17,26.06
2024-08-04 17:54:17,26.02
2024-08-04 17:44:17,26.06
2024-07-20 11:34:17,26.49
2024-07-20 11:24:17,26.43
2024-07-20 11:14:17,26.38
2024-07-20 11:04:17,26.35
2024-07-20 10:54:17,26.30
2024-07-20 10:44:17,26.23
2024-07-20 10:34:17,25.99
2024-07-20 10:24:17,25.76
2024-07-20 10:14:17,25.24
2024-07-20 10:04:17,24.41
2024-07-20 9:54:17,24.44
2024-07-20 9:44:17,24.44
2024-07-20 9:34:17,24.50
2024-07-20 9:24:17,24.40
2024-07-20 9:14:17,24.22
2024-07-20 9:04:17,24.15
2024-07-20 8:54:17,24.05
2024-07-20 8:44:17,23.86
2024-07-20 8:34:17,23.79
2024-07-20 8:24:17,23.73
2024-07-20 8:14:17,23.80
2024-07-20 8:04:17,23.82
2024-07-20 7:54:17,23.81
2024-07-20 7:44:17,23.78
2024-07-20 7:34:17,23.73
2024-07-20 7:24:17,23.76
2024-07-20 7:14:17,23.74
2024-07-20 7:04:17,23.76
2024-07-20 6:54:17,23.77
2024-07-20 6:44:17,23.76
2024-07-20 6:34:17,23.76
2024-07-20 6:24:17,23.76
2024-07-20 6:14:17,23.96
2024-07-20 6:04:17,23.84
2024-07-20 5:54:17,23.80
2024-07-20 5:44:17,23.80
2024-07-20 5:34:17,23.84
2024-07-20 5:24:17,23.85
2024-07-20 5:14:17,23.80
2024-07-20 5:04:17,23.82
2024-07-20 4:54:17,23.92
2024-07-20 4:44:17,24.00
2024-07-20 4:34:17,24.04
2024-07-20 4:24:17,24.06
2024-07-20 4:14:17,24.21
2024-07-20 4:04:17,24.22
2024-07-20 3:54:17,24.11
2024-07-20 3:44:17,24.13
2024-07-20 3:34:17,24.14
2024-07-20 3:24:17,24.15
2024-07-20 3:14:17,24.17
2024-07-20 3:04:17,24.20
2024-07-20 2:54:17,24.21
2024-07-20 2:44:17,24.22
2024-07-20 2:34:17,24.12
2024-07-20 2:24:17,24.01
2024-07-20 2:14:17,24.11
2024-07-20 2:04:17,24.09
2024-07-20 1:54:17,24.22
2024-07-20 1:44:17,24.52
2024-07-20 1:34:17,24.30
2024-07-20 1:24:17,24.20
2024-07-20 1:14:17,24.36
2024-07-20 1:04:17,24.66
2024-07-20 0:54:17,24.47
2024-07-20 0:44:17,24.37
2024-07-20 0:34:17,24.51
2024-07-20 0:24:17,24.71
2024-07-20 0:14:17,24.79
2024-07-20 0:04:17,24.22
2024-07-19 23:54:17,25.04
2024-07-19 23:44:17,24.27
2024-07-19 23:34:17,24.86
2024-07-19 23:24:17,24.32
2024-07-19 23:14:17,24.98
2024-07-19 23:04:17,24.81
2024-07-19 22:54:17,25.07
2024-07-19 22:44:17,25.08
2024-07-19 22:34:17,24.79
2024-07-19 22:24:17,24.95
2024-07-19 22:14:17,25.23
2024-07-19 22:04:17,25.57
2024-07-19 21:54:17,25.32
2024-07-19 21:44:17,25.36
2024-07-19 21:34:17,26.08
2024-07-19 21:24:17,26.93
2024-07-19 21:14:17,28.29
2024-07-19 21:04:17,28.13
2024-07-19 20:54:17,28.08
2024-07-19 20:44:17,28.03
2024-07-19 20:34:17,28.02
2024-07-19 20:24:17,28.04
2024-07-19 20:14:17,28.09
2024-07-19 20:04:17,27.95
2024-07-19 19:54:17,27.80
2024-07-19 19:44:17,27.71
2024-07-19 19:34:17,27.40
2024-07-19 19:24:17,27.11
2024-07-19 19:14:17,26.80
2024-07-19 19:04:17,26.38
2024-07-19 18:54:17,25.75
2024-07-19 18:44:17,25.04
2024-07-19 18:34:17,25.06
2024-07-19 18:24:17,25.30
2024-07-19 18:14:17,25.36
2024-07-19 18:04:17,25.31
2024-07-19 17:54:17,25.20
2024-07-19 17:44:17,25.23
2024-07-19 17:34:17,31.45
2024-07-19 17:24:17,26.04
2024-07-19 17:14:17,25.76
2024-07-19 17:04:17,26.30
2024-07-19 16:54:17,26.66
2024-07-19 16:44:17,26.61
2024-07-19 16:34:17,26.84
2024-07-19 16:24:17,27.38
2024-07-19 16:14:17,27.75
2024-07-19 16:04:17,28.08
2024-07-19 15:54:17,28.17
2024-07-19 15:44:17,29.34
2024-07-19 15:34:17,29.45
2024-07-19 15:24:17,31.45
2024-07-19 15:14:17,31.45
2024-07-19 15:04:17,31.45
2024-07-19 14:54:19,31.01
2024-07-06 10:37:22,26.44
2024-07-06 10:27:22,26.46
2024-07-06 10:17:22,26.37
2024-07-06 10:07:22,26.30
2024-07-06 9:57:22,26.28
2024-07-06 9:47:22,26.09
2024-07-06 9:37:22,26.07
2024-07-06 9:27:22,26.05
2024-07-06 9:17:22,26.04
2024-07-06 9:07:22,25.97
2024-07-06 8:57:22,25.92
2024-07-06 8:47:22,25.89
2024-07-06 8:37:22,25.83
2024-07-06 8:27:22,25.80
2024-07-06 8:17:22,25.80
2024-07-06 8:07:22,25.79
2024-07-06 7:57:22,25.80
2024-07-06 7:47:22,25.79
2024-07-06 7:37:22,25.78
2024-07-06 7:27:22,25.78
2024-07-06 7:17:22,25.77
2024-07-06 7:07:22,25.71
2024-07-06 6:57:22,25.71
2024-07-06 6:47:22,25.66
2024-07-06 6:37:22,25.67
2024-07-06 6:27:22,25.67
2024-07-06 6:17:22,25.69
2024-07-06 6:07:22,25.64
2024-07-06 5:57:22,25.59
2024-07-06 5:47:22,25.62
2024-07-06 5:37:22,25.64
2024-07-06 5:27:22,25.67
2024-07-06 5:17:22,25.60
2024-07-06 5:07:22,25.63
2024-07-06 4:57:22,25.63
2024-07-06 4:47:22,25.64
2024-07-06 4:37:22,25.64
2024-07-06 4:27:22,25.67
2024-07-06 4:17:22,25.65
2024-07-06 4:07:22,25.59
2024-07-06 3:57:22,25.65
2024-07-06 3:47:22,25.63
2024-07-06 3:37:22,25.66
2024-07-06 3:27:22,25.64
2024-07-06 3:17:22,25.70
2024-07-06 3:07:22,25.70
2024-07-06 2:57:22,25.70
2024-07-06 2:47:22,25.70
2024-07-06 2:37:22,25.70
2024-07-06 2:27:22,25.71
2024-07-06 2:17:22,25.71
2024-07-06 2:07:22,25.76
2024-07-06 1:57:22,25.74
2024-07-06 1:47:22,25.76
2024-07-06 1:37:22,25.80
2024-07-06 1:27:22,25.85
2024-07-06 1:17:22,25.88
2024-07-06 1:07:22,25.87
2024-07-06 0:57:22,25.89
2024-07-06 0:47:22,25.93
2024-07-06 0:37:22,26.00
2024-07-06 0:27:22,25.99
2024-07-06 0:17:22,26.04
2024-07-06 0:07:22,26.06
2024-07-05 23:57:22,26.16
2024-07-05 23:47:22,26.22
2024-07-05 23:37:22,26.32
2024-07-05 23:27:22,26.39
2024-07-05 23:17:22,26.48
2024-07-05 23:07:22,26.47
2024-07-05 22:57:22,26.44
2024-07-05 22:47:22,26.32
2024-07-05 22:37:22,26.28
2024-07-05 22:27:22,26.26
2024-07-05 22:17:22,26.26
2024-07-05 22:07:22,26.28
2024-07-05 21:57:22,26.26
2024-07-05 21:47:22,26.19
2024-07-05 21:37:22,26.20
2024-07-05 21:27:22,26.21
2024-07-05 21:17:22,26.17
2024-07-05 21:07:22,26.12
2024-07-05 20:57:22,26.12
2024-07-05 20:47:22,26.08
2024-07-05 20:37:22,26.06
2024-07-05 20:27:22,26.09
2024-07-05 20:17:22,26.04
2024-07-05 20:07:22,26.01
2024-07-05 19:57:22,25.97
2024-07-05 19:47:22,26.00
2024-07-05 19:37:22,25.98
2024-07-05 19:27:22,26.03
2024-07-05 19:17:22,26.04
2024-07-05 19:07:22,26.07
2024-07-05 18:57:22,26.12
2024-07-05 18:47:22,26.09
2024-07-05 18:37:22,26.05
2024-07-05 18:27:22,26.07
2024-07-05 18:17:22,26.07
2024-07-05 18:07:22,26.10
2024-07-05 17:57:22,26.06
2024-07-05 17:47:22,26.04
2024-07-05 17:37:22,26.08
2024-07-05 17:27:22,26.08
2024-07-05 17:17:22,26.03
2024-07-05 17:07:22,26.03
2024-07-05 16:57:22,26.01
2024-07-05 16:47:22,26.12
2024-07-05 16:37:22,26.16
2024-07-05 16:27:22,26.16
2024-07-05 16:17:22,26.28
2024-07-05 16:07:22,26.30
2024-07-05 15:57:22,26.32
2024-07-05 15:47:22,26.44
2024-07-05 15:37:22,26.47
2024-07-05 15:27:22,26.37
2024-07-05 15:17:22,26.23
2024-07-05 15:07:22,25.90
2024-07-05 14:57:22,25.65
2024-07-05 14:47:22,25.54
2024-07-05 14:37:22,25.52
2024-07-05 14:27:22,25.49
2024-07-05 14:17:22,25.33
2024-07-05 14:07:22,25.00
2024-07-05 13:57:22,24.24
2024-07-05 13:47:22,22.93
2024-07-05 13:37:22,24.21
2024-07-05 13:27:22,26.20
2024-07-05 13:17:22,27.11
2024-07-05 13:07:22,27.07
2024-07-05 12:57:22,27.06
2024-07-05 12:47:22,27.05
2024-07-05 12:37:22,27.04
2024-07-05 12:27:22,27.01
2024-07-05 12:17:22,27.02
2024-07-05 12:07:22,27.21
2024-07-05 11:57:22,27.24
2024-07-05 11:47:22,27.22
2024-07-05 11:37:22,27.23
2024-07-05 11:27:22,27.23
2024-07-05 11:17:22,27.22
2024-07-05 11:07:22,27.21
2024-07-05 10:57:22,27.17
2024-07-05 10:47:22,27.19
2024-07-05 10:37:22,27.14
2024-07-05 10:27:22,27.04
2024-07-05 10:17:22,26.94
2024-07-05 10:07:22,26.82
2024-07-05 9:57:22,26.84
2024-07-05 9:47:22,26.81
2024-07-05 9:37:22,26.78
2024-07-05 9:27:22,26.71
2024-07-05 9:17:22,26.58
2024-07-05 9:07:22,26.40
2024-07-05 8:57:22,26.26
2024-07-05 8:47:22,26.23
2024-07-05 8:37:22,26.09
2024-07-05 8:27:22,26.12
2024-07-05 8:17:22,26.09
2024-07-05 8:07:22,26.07
2024-07-05 7:57:22,26.11
2024-07-05 7:47:22,26.17
2024-07-05 7:37:22,26.11
2024-07-05 7:27:22,26.10
2024-07-05 7:17:22,26.05
2024-07-05 7:07:22,26.06
2024-07-05 6:57:22,26.05
2024-07-05 6:47:22,26.09
2024-07-05 6:37:22,26.06
2024-07-05 6:27:22,26.05
2024-07-05 6:17:22,26.04
2024-07-05 6:07:22,26.01
2024-07-05 5:57:22,26.00
2024-07-05 5:47:22,25.97
2024-07-05 5:37:22,25.98
2024-07-05 5:27:22,25.93
2024-07-05 5:17:22,25.96
2024-07-05 5:07:22,25.98
2024-07-05 4:57:22,25.94
2024-07-05 4:47:22,25.90
2024-07-05 4:37:22,25.92
2024-07-05 4:27:22,25.94
2024-07-05 4:17:22,25.92
2024-07-05 4:07:22,25.93
2024-07-05 3:57:22,25.93
2024-07-05 3:47:22,25.98
2024-07-05 3:37:22,25.94
2024-07-05 3:27:22,25.91
2024-07-05 3:17:22,25.92
2024-07-05 3:07:22,25.89
2024-07-05 2:57:22,25.90
2024-07-05 2:47:22,25.86
2024-07-05 2:37:22,25.82
2024-07-05 2:27:22,25.83
2024-07-05 2:17:22,25.82
2024-07-05 2:07:22,25.87
2024-07-05 1:57:22,25.85
2024-07-05 1:47:22,25.81
2024-07-05 1:37:22,25.81
2024-07-05 1:27:22,25.75
2024-07-05 1:17:22,25.74
2024-07-05 1:07:22,25.62
2024-07-05 0:57:22,25.50
2024-07-05 0:47:22,25.32
2024-07-05 0:37:22,25.21
2024-07-05 0:27:22,25.50
2024-07-05 0:17:22,25.18
2024-07-05 0:07:22,25.35
2024-07-04 23:57:22,25.50
2024-07-04 23:47:22,25.60
2024-07-04 23:37:22,25.47
2024-07-04 23:27:22,25.59
2024-07-04 23:17:22,25.74
2024-07-04 23:07:22,25.80
2024-07-04 22:57:22,26.28
2024-07-04 22:47:22,26.28
2024-07-04 22:37:22,26.81
2024-07-04 22:27:22,26.80
2024-07-04 22:17:22,26.80
2024-07-04 22:07:22,26.80
2024-07-04 21:57:22,26.80
2024-07-04 21:47:22,26.78
2024-07-04 21:37:22,26.81
2024-07-04 21:27:22,26.80
2024-07-04 21:17:22,26.82
2024-07-04 21:07:22,26.83
2024-07-04 20:57:22,26.84
2024-07-04 20:47:22,26.91
2024-07-04 20:37:22,26.94
2024-07-04 20:27:22,27.06
2024-07-04 20:17:22,27.10
2024-07-04 20:07:22,27.16
2024-07-04 19:57:22,27.15
2024-07-04 19:47:22,27.13
2024-07-04 19:37:22,27.11
2024-07-04 19:27:22,27.09
2024-07-04 19:17:22,27.07
2024-07-04 19:07:22,27.09
2024-07-04 18:57:22,27.10
2024-07-04 18:47:22,27.06
2024-07-04 18:37:22,27.04
2024-07-04 18:27:22,27.06
2024-07-04 18:17:22,26.97
2024-07-04 18:07:22,27.05
2024-07-04 17:57:22,27.04
2024-07-04 17:47:22,26.98
2024-07-04 17:37:22,27.02
2024-07-04 17:27:22,26.96
2024-07-04 17:17:22,26.93
2024-07-04 17:07:22,26.99
2024-07-04 16:57:22,26.86
2024-07-04 16:47:22,26.81
2024-07-04 16:37:23,26.82
2024-07-04 16:27:22,26.83
2024-07-04 16:17:22,26.76
2024-07-04 16:07:22,26.71
2024-07-04 15:57:22,26.37
2024-07-04 15:47:22,26.30
2024-07-04 15:37:22,26.44
2024-07-04 15:27:22,26.42
2024-07-04 15:17:22,26.39
2024-07-04 15:07:22,26.30
2024-07-04 14:57:22,26.30
2024-07-04 14:47:22,26.27
2024-07-04 14:37:22,26.28
2024-07-04 14:27:22,26.33
2024-07-04 14:17:22,26.39
2024-07-04 14:07:22,26.33
2024-07-04 13:57:22,26.11
2024-07-04 13:47:22,25.92
2024-07-04 13:37:22,25.87
2024-07-04 13:27:22,25.88
2024-07-04 13:17:22,25.85
